,HITId,chars,text,agr,cons,ext,open,stab
1618,3EFNPKWBMS3WMFSN52O8A3AC7Z003A,Phoebe Buffay,"<b>s01_e13_c02(0) for Phoebe Buffay</b><br><br><b>Phoebe Buffay</b>: Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower.<br><br><b>Roger</b>: That's pretty much it.<br><br><b>Phoebe Buffay</b>: Oops!<br><br><b>Roger</b>: But you tell it really well, sweetie.<br><br><b>Phoebe Buffay</b>: Thanks. Okay, now go away so we can talk about you.<br><br><b>Roger</b>: Okay. I'll miss you.<br><br><b>Phoebe Buffay</b>: Isn't he great?<br><br><b>Rachel Green</b>: He's so cute! And he seems to like you so much.<br><br><b>Phoebe Buffay</b>: I know, I know. So sweet... and so complicated. And for a shrink, he's not too shrinky, y'know?<br><br><b>Monica Geller</b>: So, you think you'll do it on his couch?<br><br><b>Phoebe Buffay</b>: Oh, I don't know, I don't know. I think that's a little weird, y'know? Vinyl.<br><br>",1.0,0.0,1.0,0.0,1.0
1619,3CVDZS288HFO55FNE2C8996MDNYMFY,Ross,"<b>s03_e22_c01(0) for Ross</b><br><br><b>All</b>: Hey.<br><br><b>Joey</b>: Uh, listen I gotta double check for tickets tonight. Who-who got what?<br><br><b>Chandler, Phoebe, Rachel</b>: I had one.<br><br><b>Monica</b>: I need two. I'm bringing Pete. My boyfriend. I have a boyfriend now!<br><br><b>Joey</b>: Two it is. Ross, how about you?<br><br><b>Ross</b>: Uh, yeah, I ah, I also need two.<br><br><b>Monica</b>: Really? Who's number two?<br><br><b>Chandler</b>: Who's number two? One of the more difficult games sewer workers play.<br><br><b>Ross</b>: Uh, no, it's-it's just this person.<br><br><b>Phoebe</b>: Like a date type (looks at Rachel) person?<br><br><b>Ross</b>: Yeah, kinda. It's this woman from work. I hope that won't be too weird. Will it, Rach?<br><br><b>Rachel</b>: No. No, not at all, not at all. I actually was gonna bring someone myself, so...<br><br><b>Joey</b>: But you said one.<br><br><b>Rachel</b>: I meant, me plus one!<br><br><b>Joey</b>: Okay. (to Phoebe and Chandler) Did ah, you guys mean you plus one?<br><br><b>Ross</b>: All right, I'll see you tonight.<br><br>",0.0,0.0,0.0,1.0,1.0
1620,3H1C3QRA01YJQ53062YOOVGA78GECR,Monica,"<b>s04_e09_c12(0) for Monica</b><br><br><b>Monica</b>: (entering) Ohh, here you are. Y'know, I'm-I'm glad you decided to hear me out.<br><br><b>Phoebe</b>: Okay, I'm hearing.<br><br><b>Monica</b>: I've been doing a lot of thinking. A lot! And umm, well, I came up with a whole bunch of businesses you can do with your van. Okay umm, you could be flower delivery person.<br><br><b>Phoebe</b>: What?!<br><br><b>Monica</b>: Or! A bakery delivery person.<br><br><b>Phoebe</b>: I wa-I wa-I wa...<br><br><b>Monica</b>: Pizza?!<br><br><b>Phoebe</b>: Monica!<br><br><b>Monica</b>: All right, I've got a whole bunch of uh-uh, stuff in this area, but umm, I'm getting the feeling that you don't want to deliver.<br><br><b>Phoebe</b>: No.<br><br><b>Monica</b>: Okay. I'm guessing that if you don't want to deliver, you probably don't want to pick stuff up either.<br><br><b>Phoebe</b>: No.<br><br><b>Monica</b>: Y'know what, let's do the catering business.<br><br><b>Phoebe</b>: Really?! Are you sure?<br><br><b>Monica</b>: Yeah, y'know I-I made a commitment to you. Y'know what, it'd be, it'd be fun.<br><br>",0.0,1.0,1.0,1.0,1.0
1621,3EAWOID6MTCGYOU6PCUETY2VYELV0K,Monica,"<b>s03_e24_c13(0) for Monica</b><br><br><b>Pete</b>: It's okay, it's not as bad as it looks, it's a precaution. Ah, I'm not supposed to move my spine.<br><br><b>Monica</b>: Please tell me you're stopping now.<br><br><b>Pete</b>: I'm fine! I'd fight tonight, if they'd let me. (stands up and starts swinging his arms) See this circle I'm marking off here? This is my zone of terror.<br><br><b>Monica</b>: You are insane! You-you gotta give this up!<br><br><b>Pete</b>: I can't until I'm the ultimate fighter. I will do it. I'm telling you, the day will come when children will argue over who will win a fight, me or Superman. Now, I'm not saying I could beat Superman, but y'know, kids are stupid.<br><br><b>Monica</b>: Sit down. All right? Please, just listen to me. You are terrible at this! Okay? You are the worst ultimate fighter ever! Ever!!<br><br><b>Pete</b>: Y'know I have a torn rotator cuff, a hairline fracture in my right forearm, and a severely bruised Adam's Apple, but that really hurt.<br><br><b>Monica</b>: Well then, y'know what? I care about you to much to watch you hurt yourself like this. So if you have to do this, then you're gonna have to do it without me.<br><br>",0.0,1.0,0.0,0.0,1.0
1622,32CAVSKPCE4GSYQOG5O9BHJMPZJ1U5,Cheryl,"<b>s04_e06_c10(0) for Cheryl</b><br><br><b>Cheryl</b>: So you want to come inside?<br><br><b>Ross</b>: (mustering up courage) Yes. Yes I do. (They go inside.)<br><br><b>Cheryl</b>: I'll be right back. Make yourself comfortable. (Ross attempts to clear a place for his coat and fold it small enough to fit. Then hit sits on the couch. Something falls on him from above and he brushes his neck off frantically.)<br><br><b>Cheryl</b>: (sneaking up behind Ross) Guess who?<br><br><b>Ross</b>: Department of Sanitation?<br><br><b>Cheryl</b>: It's me!<br><br><b>Ross</b>: Oh! (She kisses him) Ah. (They kiss more, and move down onto the couch. Ross's hand moves under some garbage) Aw! (His hand is covered with something brown and gooey.)<br><br><b>Cheryl</b>: What?<br><br>",1.0,0.0,1.0,1.0,0.0
1623,3S1WOPCJFG86YJ96GUFABZT5XSOJE9,Chandler,"<b>s03_e05_c01(0) for Chandler</b><br><br><b>Chandler</b>: (entering) Hey!<br><br><b>Joey</b>: Hey!<br><br><b>Chandler</b>: Hey-hey-hey. So what happened? A forest tick you off?<br><br><b>Joey</b>: No. Y'know how we're always saying we need a place for the mail.<br><br><b>Chandler</b>: Yeah!<br><br><b>Joey</b>: Well, I started building one. But then I decided to take it to the next step.<br><br>",1.0,1.0,1.0,1.0,1.0
1624,3FBEFUUYRKKRKBDNG6JZ6CY9Q76A6Z,Phoebe,"<b>s03_e03_c03(0) for Phoebe</b><br><br><b>Phoebe</b>: (turns around) Um, that's it. No. Hey! You! J. Crew guy. Yeah. Why have you been following me? I mean, all week long everywhere I look there's you.<br><br><b>Guy</b>: You wouldn't return my calls, you sent back my letters....<br><br><b>Phoebe</b>: What?<br><br><b>Guy</b>: One more chance Ursula, please?<br><br><b>Phoebe</b>: Oooh. Oh, well this is awkward.<br><br><b>Guy</b>: Wh..<br><br><b>Phoebe</b>: Um, yeah, you want Ursula, and I'm Phoebe. Twin sisters! Seriously.<br><br><b>Guy</b>: Oh, that's great. I'm stalking the wrong woman. I am such a dingus!<br><br><b>Phoebe</b>: Oh, you're not a dingus.<br><br><b>Guy</b>: I just, I want you to know I didn't used to be like this. Before I meet your sister I was like this normal guy who sold beepers and cellular phones.<br><br><b>Phoebe</b>: Well, I mean look it's, it's not your fault, you know. I mean this is just what, what she does to guys, okay.<br><br><b>Guy</b>: Well thanks. (starts to leave)<br><br><b>Phoebe</b>: Wait, (grabs him) you know what, I got a little story. When I was in Junior High School I went through this period where I thought I was a witch. And there was this guidance counselor who said something to me, that I think will help you a lot. He said okay, 'you're not a witch you're just an average student.' See what I'm saying?<br><br><b>Guy</b>: Not really.<br><br><b>Phoebe</b>: Um, well, get over it. So, I mean you, you just seem to be a really nice guy, you know. Don't be so hard on yourself okay.<br><br>",1.0,0.0,0.0,0.0,0.0
1625,3VO4XFFP1512BRY9OCLD2QDAP0CQ7L,Phoebe,"<b>s03_e17_c10(2) for Phoebe</b><br><br><b>Joey</b>: Come on man, you drove all the way up here.<br><br><b>Ross</b>: No, no, really, I've got to take the car back anyway, I'm spending all day tomorrow with Ben, It's fine, no guilt I promise.<br><br><b>Rachel</b>: Thank you.<br><br><b>Monica</b>: All right, we'll call you when we get back.<br><br><b>Ross</b>: Okay.<br><br><b>Phoebe</b>: Maybe we can like go to a movie or something.<br><br><b>Ross</b>: Okay.<br><br><b>Phoebe</b>: Or, or the rodeo!!<br><br>",1.0,1.0,1.0,1.0,1.0
1626,3D06DR5225YT9EYF3MQGV8VVG7LMAL,Ross,"<b>s03_e21_c04(0) for Ross</b><br><br><b>Rachel</b>: Oh, I am, my side still hurts from when you crashed into me yesterday.<br><br><b>Monica</b>: Oh God, I'm so sorry.<br><br><b>Rachel</b>: I know.<br><br>(Monica hugs her goes and hugs her)<br><br><b>Rachel</b>: Ow!!<br><br><b>Monica</b>: Oh God!<br><br><b>Ross</b>: (entering, wearing a white suit with a little red bow tie) Hey, you guys! Guess what?<br><br><b>Rachel</b>: (looking at the outfit) Got a job on a river boat?<br><br><b>Ross</b>: Y'know what I didn't wear this suit for a year because you hated it. Well, guess what? You're not my girlfriend anymore so...<br><br><b>Rachel</b>: Oh I see, so this suit is making a point.<br><br><b>Ross</b>: Right.<br><br><b>Rachel</b>: Now that you're on you're own, you're free to look as stupid as you like.<br><br><b>Ross</b>: (to Monica) You like it right?<br><br>",1.0,1.0,1.0,0.0,0.0
1627,3QHITW7OYOOKUTW7VFXXCHF0QDQAQE,Joey Tribbiani,"<b>s01_e17_c02(0) for Joey Tribbiani</b><br><br><b>Ross Geller</b>: I had a dream last night where I was playing football with my kid.<br><br><b>Chandler, Joey</b>: That's nice.<br><br><b>Ross Geller</b>: No, no, with him. (He mimes holding the baby like a football.) I'm on this field, and they, they hike me the baby... and I, I know I've gotta do something 'cause the Tampa Bay defence is comin' right at me.<br><br><b>Joey Tribbiani</b>: Tampa Bay's got a terrible team.<br><br><b>Ross Geller</b>: Right, but, it is just me and the baby, so I'm thinkin' they can take us. And so I uh, hah-hah, I just heave it down field.<br><br><b>Chandler Bing</b>: What are you crazy? That's a baby!<br><br><b>Joey Tribbiani</b>: He should take the sack?<br><br><b>Ross Geller</b>: Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.<br><br><b>Chandler Bing</b>: Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.<br><br><b>Joey Tribbiani</b>: Yeah, Ross. You and the baby just need better blocking.<br><br>(Feeling a little better, Ross fetches more coffee.)<br><br><b>Joey Tribbiani</b>: Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?<br><br><b>Chandler Bing</b>: Well, only if you order stuff.<br><br><b>Joey Tribbiani</b>: I'm takin' Ursula tonight. It's her birthday.<br><br><b>Ross Geller</b>: Wo-wo-whoa. What about Phoebe's birthday?<br><br><b>Joey Tribbiani</b>: When's that?<br><br><b>Ross Geller</b>: Tonight.<br><br><b>Joey Tribbiani</b>: Oh, man. What're the odds of that happening?<br><br>(Joey begins to contemplate his ill fortune.)<br><br><b>Ross Geller</b>: You take your time.<br><br>(Joey looks at his friends, thinks a bit more, then realises.)<br><br>",1.0,0.0,1.0,1.0,1.0
1628,38G0E1M85MKWEA6MNJ8YI5Q2E3QUVN,Chandler,"<b>s03_e04_c06(0) for Chandler</b><br><br><b>Rachel</b>: Honey, this will help. (hands him a tub of ice cream)<br><br><b>Chandler</b>: So, I finally catch up to her and she says this relationship is going to fast and we have to slow down.<br><br><b>Monica, Rachel</b>: Uff.<br><br><b>Monica</b>: That is never good.<br><br><b>Chandler</b>: Then I got all needy and clingy.<br><br><b>Rachel</b>: Okay, wait a minute, wait a minute, wait a minute. Maybe it's not so bad. How did you leave it?<br><br><b>Chandler</b>: She said she'd call me.<br><br><b>Monica, Rachel</b>: Ohh! (both grab there stomachs in pain)<br><br><b>Chandler</b>: Oh God.<br><br><b>Monica</b>: Welcome to our side of the tunnel.<br><br><b>Chandler</b>: This ice cream tastes like crap by the way.<br><br><b>Rachel</b>: Yeah, well that's that lo-cal, non dairy, soy milk junk. We sort of, we save the real stuff for those really terminal cases.<br><br><b>Monica</b>: You know, when you start get screwed over all the time, you gotta switch to low-fat.<br><br><b>Rachel</b>: Yeah, you do.<br><br><b>Chandler</b>: So, you don't think I'm terminal?<br><br><b>Monica</b>: Well, no, not at all, you're not terminal, you just, you just need some damage control.<br><br><b>Chandler</b>: Okay, okay. So, should I call her?<br><br><b>Monica, Rachel</b>: Nooo!<br><br><b>Rachel</b>: This is a very critical time right now. If you feel yourself reaching for that phone, then you go shoe shopping, you get your butt in a bubble bath. You want her back you have to start acting aloof.<br><br><b>Monica</b>: She has to know that your not ready.<br><br>",1.0,0.0,1.0,0.0,0.0
1629,3EQVJH0T400CWWWDIP1KY8DRNA7HTS,Chandler,"<b>s03_e05_c03(1) for Chandler</b><br><br><b>Phoebe</b>: And this is Rachel.<br><br><b>Rachel</b>: Hi!<br><br><b>Frank</b>: Whoa!!<br><br><b>Phoebe</b>: I'm gonna get coffee.<br><br><b>Frank</b>: Hey, how do you guys get anything done?<br><br><b>Chandler</b>: We don't, really.<br><br>",0.0,1.0,0.0,1.0,1.0
1630,3DQYSJDTYLQ7T3EVXYUB281K881XE9,Chandler Bing,"<b>s02_e14_c09(0) for Chandler Bing</b><br><br><b>Chandler Bing</b>: I can't believe it.<br><br><b>Phoebe Buffay</b>: Would you stop already? Get out of the bitter barn and play in the hay.<br><br><b>Chandler Bing</b>: Oh, you're right I, I should play in the hay. Forget about the fact that I just dropped 400 dollars to replace a bracelet that I hated to begin with. Bring on the hay. [sits down at the bar]<br><br><b>Rachel Green</b>: [comes up from behind the bar and startles Chandler] Hey. I've got something that's gonna make you happy. Guess what Gunther found? [holds up Chandler's bracelet]<br><br><b>Phoebe Buffay</b>: Hey now you have two. [Chandler looks annoyed] Oh, now you have two.<br><br><b>Chandler Bing</b>: What am I gonna do, huh? [Joey walks in behind him]<br><br><b>Joey Tribbiani</b>: Hey.<br><br><b>Chandler Bing</b>: Hey.<br><br><b>Joey Tribbiani</b>: How come you have two?<br><br>",0.0,0.0,0.0,0.0,0.0
1631,3URJ6VVYUP227S3A71V2A9Y0J2C4OP,Rachel Green,"<b>s01_e04_c16(0) for Rachel Green</b><br><br><b>Ross Geller</b>: (Doing the spinning) Okay, Monica: Right foot red.<br><br><b>Monica Geller</b>: Could've played Monopoly, but nooooo.<br><br>(There's a knock on the door, Chandler opens it, and silently hands back the cushion.)<br><br><b>Chandler Bing</b>: Thanks. (The guy nods and leaves)<br><br><b>Ross Geller</b>: Okay, Pheebs: Right hand blue. (Phoebe has to bend over.)Good. (Joey stares at her butt appreciatively)<br><br>(The phone rings and Chandler answers it.)<br><br><b>Chandler Bing</b>: Hello? Oh, uh, Rachel, it's the Visa card people.<br><br><b>Rachel Green</b>: Oh, okay. Will you take my place?<br><br><b>Chandler Bing</b>: Alright. (on phone) Yes, this is Rachel.<br><br>",1.0,1.0,1.0,1.0,1.0
1632,3J6BHNX0U97539S1REI521NRQ9QNK2,Joey,"<b>s03_e11_c12(0) for Joey</b><br><br><b>Chandler</b>: This is so bad. If-if you're not Mary-Angela, then-then who is?<br><br><b>Mary-Angela</b>: (standing behind Chandler) I am!<br><br><b>Chandler</b>: Oh, this is soo bad. (doesn't see Mary-Angela)<br><br><b>Mary-Angela</b>: Joey!!!<br><br><b>Chandler</b>: No Joey! No Joey! Don't Joey! Joey!<br><br><b>Joey</b>: What's goin' on?<br><br><b>Chandler</b>: (pats him on the shoulder) You're it! Now run and hide!<br><br><b>Mary-Theresa</b>: It's no big deal. Chandler was just kissin' me because he thought I was Mary-Angela.<br><br><b>Joey</b>: What?! How could you do that, how could you think she was Mary-Angela?<br><br><b>Chandler</b>: I wasn't sure which one Mary-Angela was. (all of Joey's sisters gasp) Look, I'm sorry okay, I was really drunk, and you all look really similar.<br><br><b>Joey's Sister</b>: I say, punch him Joey.<br><br><b>All</b>: Yeah! Punch him!!<br><br><b>Chandler</b>: Y'know what, we should all calm down because your brother's not going to punch me. (to Joey) Are ya?<br><br><b>Joey</b>: Well, that is usually what I would do. But I just never thought you'd be on the receiving end of it. How could you do this?!<br><br><b>Chandler</b>: Joey if you wanna punch me, go ahead, I deserve it. But I just want you to know that I would never soberly hurt you or your family, you're my best friend. I would never do anything like this ever again.<br><br><b>Cookie</b>: So what. I say, punch him.<br><br><b>All</b>: Yeah! Punch him! Punch him!<br><br><b>Joey</b>: No! No! No! No, I'm not going to punch Chandler.<br><br><b>Cookie</b>: I'll do it.<br><br><b>Joey</b>: No you won't. Look he knows he did a terrible thing and I believe him, he's sorry. But, (to Chandler) you've got one more apology to make, all right, you've got to apologize to Mary-Angela.<br><br>",1.0,0.0,1.0,0.0,1.0
