characters,text,cAGR,cCON,cEXT,cOPN,cNEU
Chandler,"Chandler: Hey. Chandler: Oh wow, I hope you don't take this the wrong way but, I know we had plans to meet up tonight and, ugh, I'm just kinda worried about what it might do to our friendship. Chandler: Seven times! Chandler: In a foreign, romantic country... Chandler: Bad London! (Takes a spoon and smacks the turkey.) Chandler: Well, I don't see that we have a choice. But, when we're back home, we don't do it. Chandler: Y'know, I saw a wine cellar downstairs... Chandler: Okay! ",3.0,2.0,1.0,1.0,3.0
Joey,Joey: (muffled by the mouth guard) Hey you guys! What's happening? ,2.0,0.0,3.0,2.0,-1.0
Dr. Remore,Dr. Remore: I'm sorry Amber. It's just like Brad to have to have the last word. [Ross enters] Dr. Remore: I know you do but you and I can never be together that way. ,1.0,1.0,2.0,-1.0,0.0
Phoebe,"Phoebe: Ooh! Hi! Phoebe: Oh well, okay, hey, y'know how when you're umm, you're walking down the street and you see three people in a row, and you say, ""Oh, that's nice?"" Phoebe: Okay, yeah well, good news, you're going to have three babies. Phoebe: Oh God, I'm so glad you guys are happy, I was so afraid you were going to be all freaked. Phoebe: No, no maybe 'cause it's harder to raise them, and the added expense, and... Phoebe: No, back to happy. Back to happy! Phoebe: No you can't quit college! No! You're in college? Really? ",2.0,-1.0,0.0,3.0,0.0
Ross Geller,"Ross Geller: I- I think they're great! I, I really do. Ross Geller: (To Ross) Do you remember the Ludwins? The big one had a thing for you, didn't she? Ross Geller: Aw, Mom... ",3.0,1.0,1.0,0.0,2.0
Mr. Treeger,"Mr. Treeger: Okay ahh, well, just ahh, follow my lead. (Turns on some music) Mr. Treeger: Look come on, eh, just ah, just ah, put your arms around me, eh. Mr. Treeger: Ahhhh! I'm sorry! ",2.0,0.0,1.0,3.0,0.0
Monica,"Monica: Wow! It's small. Monica: So you had fun, huh? Monica: No. Monica: Oh no, she's still at work, but she told me to tell you to call her. Monica: All right ah, Ross, this is the extent of my knowledge on the subject. (holds up a notepad) Call Rachel. Monica: Oh that's my doodle of a ladybug, with a top hat. (to Phoebe) She's fancy. ",0.0,1.0,0.0,0.0,-2.0
Phoebe,"Phoebe: Hey. Phoebe: Yes, it was! It was him! Uh huh! (they all stare at her) Okay, it was me! Phoebe: Well, it was just, it was all so crazy, you know. I mean, Chandler was in the closet, counting to 10, and he was up to 7 and I hadn't found a place to hide yet. I-I-I meant to tell you, and I wrote it all down on my hand. See, all of it. (shows him her hand) Phoebe: Yep, and that's why we don't invite you to play. Phoebe: That is unfair. I'll call her and tell her it was totally my fault. Phoebe: What a sad little life she must lead. Okay, ooh (starts dialing). Phoebe: No, no, no, I know, I know, ooh. (on the phone in a different voice) 'Hi, this is Katelynn, from Phoebe Buffay's office. Um, is um, Ann there for Phoebe, she'll know what it's about.' ",0.0,0.0,3.0,2.0,-2.0
Rachel Green,Rachel Green: What'cha gonna' do? ,1.0,-1.0,1.0,3.0,-1.0
Rachel,"Rachel: Gunther, Gunther, please, I've worked here for two and a half years, I know the empty trays go over there. (points to the counter.) ",1.0,-1.0,2.0,0.0,1.0
Chandler Bing,"Chandler Bing: Tell me what? Chandler Bing: (sarcastically) Oh, come on tell me. I could use another reason why women won't look at me. Chandler Bing: Wow! Chandler Bing: More importantly, was I any good? Chandler Bing: Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap) ",2.0,1.0,2.0,3.0,1.0
Chandler Bing,"Chandler Bing: (staring at a woman across the room) Ross, ten o'clock. Chandler Bing: No, ten o'clock. Chandler Bing: (sighs and gestures to explain) There's a beautiful woman at eight, nine, ten o'clock! Chandler Bing: She's amazing! She makes the women that I dream about look like short, fat, bald men! Chandler Bing: Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.' Chandler Bing: Oh please, could she be more out of my league? Ross, back me up here. Chandler Bing: Thank you, buddy. Chandler Bing: Y'think? Chandler Bing: Oh God, I can't believe I'm even considering this... I'm very very aware of my tongue... Chandler Bing: Here goes. (He walks over to her but just stands there.) Chandler Bing: Hi.... um... okay, next word... would be... Chandler! Chandler is my name, and, uh...(He clears his throat noisily)...hi. Chandler Bing: Yes, yes I did, but what I didn't say was what I was about to say, what I wanted to say was, uh... would you like to go out with me sometime, thankyou, goodnight. (He walks back to the others but she calls him back.) ",-1.0,1.0,1.0,0.0,-3.0
Rachel Green,"Rachel Green: (humouring him) Oh, well you know who I love the most? Rachel Green: You! ",3.0,0.0,-1.0,0.0,3.0
Rachel,"Rachel: (all excited) Op, op, car! Car!! (sees it's Ross) Ugh!!! Rachel: What is he doing here?! Rachel: All right!! Fine! Fine. ",1.0,1.0,2.0,2.0,1.0
Phoebe,"Phoebe: Okay. Whoa, sorry. Why were you just like all in the dark? Phoebe: Oh, yeah, sure. So, how was your day? Phoebe: What umm, what happened? Phoebe: Oh no. Did umm, did she say why? Phoebe: Yeah, yeah, no, I don't, I don't know. But, y'know what, maybe it's just all for the best? Phoebe: Oh, sweetie, oh. (hugs him) Phoebe: Uh, well I can tell you why. It's, it's because of me. But, y'know what, I only did it because I love you. Okay? Phoebe: Umm, well I, I kinda had a little chat with Alice, and I sort of made her see why you two shouldn't be together, y'know. And you're gonna see it to, one day, you really, really will. ",3.0,2.0,3.0,1.0,0.0
Ross Geller,"Ross Geller: No. No, I gotta go home sometime. Ross Geller: Yeah. Ross Geller: Mmm. (They both reach for the last cookie) Oh, no- Ross Geller: No no no, go- Ross Geller: Split it? Ross Geller: Okay. (They split it.) You know you probably didn't know this, but back in high school, I had a, um, major crush on you. Ross Geller: You did! Oh.... I always figured you just thought I was Monica's geeky older brother. Ross Geller: Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here- but do you think it would be okay if I asked you out? Sometime? Maybe? Ross Geller: Okay... okay, maybe I will... ",1.0,-1.0,-1.0,0.0,0.0
Ross,"Ross: Come on! Like I wanted him to tell you, I ran all over the place trying to make sure that didn't happen! Ross: Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to. Ross: Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark? Ross: (pause) Yes I would. Ross: (less sure) Yes. Ross: (covering his ears and screaming) La-la-la-la-la-la-la-la-la-la! Okay, okay, yeah, I would have been devastated but, I would still want to be with you. Because it's, I mean it's you. Ross: What? Come on Rach, tell me what you're thinking? Ross: Order a pizza like, 'I forgive you?' ",2.0,0.0,0.0,-1.0,2.0
Mr. Treeger,"Mr. Treeger: Uhh, you said there was a party. Mr. Treeger: Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese! [Ross is speaking to Monica and Rachel about tipping the super.] Mr. Treeger: Oh wow, I didn't get you anything. Here's five back. Mr. Treeger: No can do, like I told the girl, I can't get a new knob until Thursday. ",0.0,-1.0,1.0,3.0,1.0
Susan Bunch,"Susan Bunch: Like lovers. Susan Bunch: Carol, not me. ",0.0,0.0,2.0,0.0,1.0
Ross,"Ross: Hi. Ross: Hello. Ross: Yeah, huh. Ross: What? Ross: Come on sweetie! You've had to work late every night for the past two weeks, what is it this time? Ross: (to Rachel) But work comes first! (to Mark) Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya? Ross: Oh well that's great, so I guess this is ah, this is good bye then. Huh? (picks a pad up off Rachel's desk and tosses it into his box) Good bye. ",2.0,0.0,1.0,1.0,2.0
Frank,"Frank: (entering) Hi! Frank: Hi! Frank: How are you? Frank: Oh, well y'know, I would've called but I lost your phone number and then ah, my Mom locked me out of the house so I couldn't find it. And then, I tried to find a pay phone, and ah, the receiver was cut off. So... Frank: Ah, oh, the ah, vandalism. Frank: Well, we got into a fight 'cause ah, she said I was to immature to get married. Frank: Oh, yeah! Frank: Oh, I knew you'd be so cool about this. All right, ah, hey, do you want to meet her? Frank: Do you? Frank: Okay, cool, all right, she just ah, parking the truck. (to Joey) I'm gonna, I'm gonna get my ah, my fiance man! ",1.0,0.0,1.0,1.0,0.0
Chandler Bing,"Chandler Bing: Whoa! Don't know about that. Chandler Bing: Hey. Well, you will all be pleased to know that I have a date tomorrow night. This woman, Alison, from work. She's great. She's pretty, she's smart. And uh, I've been holding off on asking her out in the past, because she has an unusually large head. But, I'm not gonna let that stuff hang me up anymore. Look at me. I'm growing. Chandler Bing: I'll take that. Chandler Bing: Yeah, yeah. Some people said some nice things about him. I think somebody should have it. Chandler Bing: Takin' that with you, huh? ",3.0,1.0,3.0,3.0,2.0
Monica Geller,"Monica Geller: Did you ever go out with a guy your friends all really like? Monica Geller: Okay.. Well, I'm going out with a guy my friends all really like. ",0.0,1.0,3.0,3.0,1.0
Chandler Bing,"Chandler Bing: So uhh, how's the palace? Chandler Bing: Oh, uhh, actually I uh, have some news. Chandler Bing: Well, uh, why don't you ask him yourself. Joey, this is my new roommate Eddie. Chandler Bing: Well you know, we got to talking and uh, he said he needed a place and I had a spare room. ",3.0,1.0,2.0,2.0,1.0
Phoebe Buffay,"Phoebe Buffay: I know. This is really, really huge. Phoebe Buffay: Nuh-uh. I don't think any of our lives are ever gonna be the same ever again. ",1.0,-1.0,2.0,1.0,-1.0
Monica Geller,Monica Geller: Yo- hooo! Monica Geller: Monica and I just crashed an embassy party. Monica Geller: Noooo! (Comes closer and whispers) I'm lying. I am so drunk. Monica Geller: Water rules! Monica Geller: Nope. Going to the Big Apple Circus today. ,-1.0,1.0,3.0,3.0,-1.0
Gunther,"Gunther: ...and after you've delivered the drinks, you take the empty tray.... ",-1.0,0.0,0.0,-1.0,1.0
Ross Geller,"Ross Geller: Thanks for being born. Ross Geller: Oh, now you can exchange them if you want, ok. ",3.0,2.0,-1.0,1.0,2.0
Rachel,"Rachel: Yeah? Rachel: May fifth, why? ",1.0,1.0,1.0,1.0,2.0
Chandler Bing,"Chandler Bing: Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk by nine o'clock. ",1.0,3.0,3.0,3.0,3.0
Ross,"Ross: (mustering up courage) Yes. Yes I do. (They go inside.) Ross: Department of Sanitation? Ross: Oh! (She kisses him) Ah. (They kiss more, and move down onto the couch. Ross's hand moves under some garbage) Aw! (His hand is covered with something brown and gooey.) ",1.0,1.0,2.0,2.0,0.0
Monica,"Monica: Shut up, the camera adds ten pounds. Monica: Oh, dad, turn it off. Monica: If you're not going then I don't want to go either. ",2.0,2.0,0.0,0.0,3.0
Rachel,"Rachel: Oh, was it awful? Rachel: I wrote you a letter. ",2.0,2.0,1.0,3.0,2.0
Mrs. Green,"Mrs. Green: You wear bi-focals? Mrs. Green: Did you know my husband has glasses just like that? Mrs. Green: Rachel, you didn't tell me your boyfriend smoked. ",0.0,-1.0,-1.0,2.0,1.0
Emily,"Emily: So what did he decide? Does your Uncle Nathan get an invite or not? Emily: Yeah, they're fine. Emily: If anyone asks, we'll just say Ben addressed them. (Looking through the envelopes.) Oh! So you invited Rachel then? Emily: Really? Emily: I don't think I'd be comfortable with any of my old lovers there. ",-2.0,0.0,1.0,-2.0,2.0
Chandler,,1.0,1.0,1.0,1.0,1.0
Chandler Bing,"Chandler Bing: What was that? Chandler Bing: Yeah, I believe I was talking to Joey, alright there, Mother-Kisser? (Goes to the counter) Chandler Bing: Yes, well, I expect this from her. Okay? She's always been a Freudian nightmare. Chandler Bing: Because it's complicated, it's complex- Hey, you kissed my mom! ",0.0,0.0,1.0,0.0,-2.0
Rachel,"Rachel: Ross, I didn't think it would that big of a deal. Rachel: Okay, who are you talking to when you do that? Rachel: Okay, Ross, Phoebe is my girlfriend, okay, we tell each other everything. You know, I mean, come on, guys do the same thing, I mean, what about all that locker room stuff. Rachel: Were both of those Joey? Rachel: Not even with your best friend. Rachel: That is so sad. Your missing out on so much, Ross. I mean, the bonding and the sharing, you know. And-and knowing that someone else is going through the same thing you are. ",2.0,3.0,2.0,3.0,3.0
Phoebe Buffay,"Phoebe Buffay: But... I'm ready, so, just deal. Phoebe Buffay: (to Joey): Oh I see, so then, you were lying. Phoebe Buffay: About how good your cards were. Phoebe Buffay: A-ha! And... what is bluffing? Is it not another word for... lying? ",0.0,1.0,0.0,2.0,1.0
Chandler Bing,"Chandler Bing: Okay, worst case scenario. Say you never feel like a father. Chandler Bing: Say your son never feels connected to you, as one. Say all of his relationships are affected by this. Chandler Bing: You know, you think I would. Chandler Bing: What's up with the simian? ",3.0,2.0,-1.0,-2.0,0.0
Ross,Ross: Hey. Ross: Oh. ,2.0,2.0,2.0,2.0,2.0
Chandler,"Chandler: So, you still don't think I'm boyfriend material? Chandler: I saw you checking me out during the game last night. Chandler: Yeah, well, lucky for you. Chandler: I don't know. Chandler: Oh, yeah, I don't know what they were doing, but at one point sea turtles actually came up to the house. ",2.0,-1.0,1.0,1.0,0.0
Joey Tribbiani,Joey Tribbiani: Here. I need to borrow some moisturizer. Joey Tribbiani: Whaddya think? Today's the big day! Joey Tribbiani: Thank you! (He goes into the bathroom.) ,2.0,-1.0,3.0,2.0,-2.0
Joey,"Joey: All right! You can have the chair. Joey: Oh my, would you look at that! (holds up crossed fingers) ",2.0,2.0,2.0,2.0,2.0
Monica,Monica: (to Ross) I can't believe you did that. ,1.0,0.0,0.0,0.0,1.0
Monica,"Monica: (comes up and starts looking through Ross's cookie supply) Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures? Monica: What? Monica: No. No, just, just, just a couple more boxes. It-it-it's no big deal, all right, I'm-I'm cool. You gotta help me out with a couple more boxes! Monica: (covers her neck) Oh God! (runs to the bathroom) ",0.0,-2.0,0.0,-2.0,-3.0
Chandler Bing,Chandler Bing: When we were? Chandler Bing: Whoa! And this manchild has no problem with how old you are? ,2.0,2.0,1.0,-1.0,0.0
Marjorie,Marjorie: Hi. ,1.0,0.0,-1.0,1.0,0.0
Phoebe,"Phoebe: (to Bonnie) Well I hope you have fun tonight. Phoebe: Yeah, she was bald, she's not now. Phoebe: I don't know, I hardly ever say that about people. ",3.0,0.0,2.0,0.0,2.0
